,station_nm,dec_lat_va,dec_long_va
1658072,LOCAL NO.034-407-1,30.57992118,-84.1232284
1662946,WELL 43,30.58185965,-85.9349356
1663788,B-8738 EGLIN AFB,30.5843608,-86.31800129
1665148,AST CATTLE FARM WELL,30.59547207,-84.6104684
1666005,EGLIN 29 FLD 5-2,30.58686098,-86.630787
1681329,USGS TEST WELL7 W5005,30.58936057,-87.1110793
1686627,USGS-MONSANTO OBS.WELL83,30.5910271,-87.2333053
1693662,BLDG 1481 ROCK HILL TOWER EGLIN AFB FL,30.59602637,-86.11271799
1695649,USGS-MONSANTO OBS WELL73,30.59963797,-87.26525089
1707661,USGS OBS WELL MNSNTO 74,30.60297119,-87.2805293
1719606,LAKE TALLAVANA NO.2,30.60408464,-84.468242
1720605,USGS OBS.WELL 45 CNTNMNT,30.6040822,-87.3191418
1723418,LOCAL NO.036-305-1,30.60632398,-83.0848623
1728087,"ALFORD WELL AT VERNON,FL",30.620748,-85.707153
1733058,03740901,30.62297544,-84.1623969
1733471,LOCAL NO.36A,30.624642,-84.16989719
1747360,ELCON NO.2 AST ST RD 267,30.63463819,-84.5996353
1747500,LOCAL NO.038-336-1,30.63686855,-83.6065457
1752260,LAKE FONTAIN WELL AT MERRILY PLANTATION,30.65131006,-83.8446084
1754325,YU-60-22-4xx (3NotchRdD),30.67030556,-95.3671889
1755302,"USGS TEST WELL6,FLRDALE",30.68408,-86.8319036
1760531,Ev-229,30.6890861,-92.4418003
1767965,USGS TEST WELL NO 2,30.71463469,-87.006076
1772746,33D069,30.7205696,-81.5497629
1783968,ARGYLE TOWER FFS,30.72630014,-86.05660549
1785559,BAGGETT CREEK NO 2 WELL,30.72796734,-86.6591213
1786036,BAGGETT CREEK NO 1 WELL,30.72852287,-86.6574546
1786514,BSA CAMP LK EUCHEE WELL,30.73296705,-86.2021654
1791061,33D071,30.73523613,-81.5512076
1810638,33D073,30.735,-81.55138889
1827518,07E055,30.75280556,-84.8171111
1827860,33E007,30.75345795,-81.5767091
1833339,08E040,30.76613889,-84.6720833
1833856,08E038,30.78680187,-84.666025
1842259,3.3e+28,30.79912457,-81.5195404
1854800,8e+39,30.8018611,-84.6781111
1863046,3.3e+55,30.81442946,-81.57154299
1865938,270000.0,30.82883445,-82.3604055
1883640,19000000000.0,30.8310496,-83.2826652
1908371,TEST WELL FST AM FRMS,30.83074144,-86.3893926
1909113,14E015,30.8339611,-83.9819833
1910689,07E054,30.8365475,-84.8506888
1911576,LOCAL NO.050-548-1,30.83740844,-85.810211
1915885,Be-443,30.83852975,-93.4204466
1921367,RAY PETER WELL,30.8454632,-86.1424414
1922206,Ev-691,30.84694444,-92.2780556
1923350,US-53-09-301,30.8528611,-102.8927806
1926111,LOCAL NO.051-556-1,30.85546293,-85.9385472
1930431,19E043,30.8638122,-83.290986
1934079,LOCAL NO.052-545-2,30.8674075,-85.7579878
1938025,12F036,30.8766046,-84.214359
1960022,19F039,30.87825719,-83.2620964
1961704,08F001,30.8799105,-84.7401971
1962025,LOCAL NO. 053-527-1,30.8982424,-85.4585426
1966505,06F001,30.89715998,-84.8985456
1983159,JACKSON STILL TOWER,30.89990586,-86.20716539
1983998,USGS OBS. 054-726-1,30.91351785,-87.4419246
1994550,SH-48,30.92212437,-90.8051005
1997411,09F520,30.96185375,-84.5960262
2017679,HOLMES 7 BUSH,30.9746267,-85.5857661
2025286,FLA.FOR.SRV.CMP.HNDRSN.,30.9946262,-86.9682974
2034652,R-1207,31.0021339,-92.7212569
2038012,33G050,31.069675,-81.5774722
2041754,34G033,31.0731111,-81.4141944
2049074,34G172,31.07311944,-81.4135694
2049715,06G006,31.07435,-84.9863169
2066347,09G001,31.07462917,-84.5179683
2100669,10G313,31.08546255,-84.43935489
2123687,34G168,31.08928889,-81.4202
2124328,08G008,31.09741667,-84.7318056
2125117,32G045,31.10027778,-81.73
2125996,32G047,31.10080556,-81.7100278
2133695,33G028,31.1077972,-81.5412722
2137009,33G003,31.11314749,-81.5400182
2137435,08G001,31.11435034,-84.6788066
2154863,27G003,31.11855604,-82.2654027
2170652,R-1035,31.1351864,-92.5884745
2172504,34H504,31.13634196,-81.4909336
2179962,"33H188 TW-26 Colonels Island, Georgia",31.13634147,-81.5428798
2192773,18H016,31.13715228,-83.4340582
2214654,34H371,31.1385919,-81.4933781
2235766,34H391,31.13959186,-81.49476709
2253726,34H403,31.1387863,-81.4946837
2272090,"34H393 TW-17 Glynn County, GA",31.1405085,-81.4948227
2274733,11H003,31.14185044,-84.3651864
2275095,34H495,31.14305556,-81.4958333
2292421,34H436,31.15053627,-81.4785167
2307331,34H437,31.15050849,-81.4787111
2329757,34H515,31.1506111,-81.4784444
2336429,34H125,31.1517861,-81.491656
2352728,11H014,31.15480556,-84.3325278
2353428,34H354,31.15698039,-81.4977953
2367136,34H355,31.15698039,-81.4977675
2380844,33H206,31.15717459,-81.5226016
2425371,R-851,31.15796265,-92.7040348
2426951,34H514,31.1586111,-81.4861111
2433424,073L0063  LAMAR,31.16073449,-89.419787
2435615,34H334,31.16067494,-81.48079469
2454354,34H344,31.1607027,-81.4807391
2468259,34H401,31.16273027,-81.4984343
2469211,34H374,31.16495244,-81.4995454
2476912,34H485,31.18334167,-81.4830111
2477133,33H118,31.16911887,-81.5159349
2477911,33H127,31.1687301,-81.50440678
2500610,33H133,31.1687912,-81.50440678
2522696,07H002,31.1690707,-84.8315892
2552100,34H424,31.1699524,-81.4917675
2561892,34H427,31.17134126,-81.4948232
2561948,08H002,31.1712935,-84.731586
2566563,33H216,31.17189664,-81.510657
2567757,34H439,31.17273009,-81.497601
2567811,33H154,31.17300776,-81.50787919
2574343,33H214,31.17245215,-81.5148239
2575453,33H130,31.17272998,-81.5084348
2579480,33H324,31.17277778,-81.5127778
2592422,34H552,31.17452778,-81.4832778
2597416,33H108,31.1743965,-81.5201018
2598655,33H120,31.17689658,-81.50704589
2599049,33H141,31.17911843,-81.54176929
2612069,34H496,31.1829861,-81.4826361
2612190,34H476,31.1830972,-81.4827083
2612602,34H492,31.18315833,-81.4827111
2616737,R-955,31.19046353,-92.4248577
2618444,33H100,31.19161854,-81.50565719
2629420,035G0116  FORREST,31.19379086,-89.1847798
2630755,32H048,31.20666667,-81.6772222
2631645,Well COVINGTON COUNTY WELL 1 Covington Cnty,31.22211494,-86.25995
2638306,07H024,31.2247222,-84.8117
2639095,09H014,31.22657034,-84.5218575
2644280,Av-271,31.226852,-92.166517
2645265,33H192,31.2293945,-81.61760579
2646169,R-1320,31.23388889,-92.6112222
2647115,10H009,31.23351466,-84.49852349
2656716,09H004,31.24573658,-84.5321356
2657572,113D0089  PIKE,31.24823165,-90.4537092
2659426,35H076,31.24830556,-81.3515
2666595,35H068,31.24883333,-81.3514167
2672994,35H070,31.24838889,-81.3514722
2680127,35H077,31.24888889,-81.35138889
2684612,33J062,31.2585606,-81.6106615
2701658,11J001,31.26101445,-84.2918522
2702549,33J044,31.27606074,-81.5442708
2715542,33J043,31.27606074,-81.5445486
2715962,11J025,31.27983333,-84.2939167
2717325,11J030,31.27980556,-84.2939722
2718688,34J077,31.28661664,-81.4748242
2729941,R-18,31.2910163,-92.4526371
2731524,11J011,31.30073555,-84.3229643
2771181,34J080,31.31939346,-81.4695466
2790416,035D0130  FORREST,31.3251745,-89.2917281
2790624,D-24-22 17BDC [PAL-05],31.3446111,-110.1343056
2790680,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245
2799489,035B0006  FORREST,31.35434004,-89.326729
2803814,11J021,31.35558333,-84.3658056
2804603,13J004,31.3582351,-84.1157379
2821555,09J001,31.35878938,-84.5279688
2822355,D-24-22 04CBA3 [PAL-US],31.3689111,-110.1192944
2822748,D-24-22 04CBA4 [PAL-UD],31.36890556,-110.1192944
2829112,D-24-22 04CBA1 [PAL-LS],31.36905556,-110.1187806
2829505,D-24-22 04CBC1 [PALUWS],31.3707,-110.1221389
2837737,D-24-22 04CBC2 [PALUWD],31.37070278,-110.1221194
2842224,08K001,31.3773996,-84.654639
2858849,08K025,31.37702778,-84.6547222
2861289,R-893,31.39434697,-92.1626302
2863129,34K104,31.4130018,-81.4531583
2869258,HB-40-35-404,31.43294247,-97.7314106
2870702,12K014,31.43825,-84.1850278
2886239,D-23-22 09DDC [HER-02],31.43975,-110.1082806
2886392,D-23-22 09ACD1 [HERSUS],31.44523056,-110.1109222
2894719,D-23-22 09ACD2 [HERSUD],31.4451861,-110.1109278
2901667,12K136,31.446,-84.2104444
2902394,12K137,31.44583333,-84.2102778
2903346,D-23-22 09DAA [HER-01],31.4439722,-110.1073972
2903418,11K001,31.4485094,-84.3501878
2925555,12K126,31.45045405,-84.2135189
2925862,13K015,31.45128818,-84.121017
2938513,08K020,31.45138889,-84.6841667
2943659,11K015,31.44905556,-84.2676111
2952038,18K056,31.45310278,-83.49183889
2958415,18K049,31.4535188,-83.49238558
2975445,30K004,31.45549599,-81.88122468
2979520,17K001,31.4540739,-83.5132197
2987855,D-23-22 04DCD2 [HER-LD],31.45453333,-110.1096972
2994257,D-23-22 04DCD4 [HERUED],31.4546722,-110.1099306
3000659,D-23-22 04DCA1 [HERUWS],31.45477778,-110.1105194
3001512,06K009,31.4735062,-84.9210357
3016153,06K010,31.4735062,-84.920758
3030794,10K005,31.48158799,-84.464088
3045861,D-22-22 28CCD [HUN-SO],31.48143889,-110.1186389
3047342,D-22-22 28CAA1 [HUN-LI],31.4832611,-110.1186889
3055872,D-22-22 28CAA2 [HUN-LO],31.48331944,-110.1199667
3064402,11K004,31.4848972,-84.25852
3064928,12K129,31.4881111,-84.20825
3065235,11K003,31.48730556,-84.2583333
3081901,12K180,31.4963611,-84.1561111
3090060,12K141,31.49758333,-84.2215278
3096734,12K142,31.4973971,-84.221575
3097250,12L373,31.50013889,-84.1674167
3105409,12L339,31.50402778,-84.1897778
3106501,12L370,31.50538889,-84.1795278
3113281,12L350,31.50719444,-84.2051944
3113736,13L048,31.50878774,-84.0162937
3121933,12L277,31.5116111,-84.2091944
3131476,31L001,31.517439,-81.8720582
3135458,13L013,31.5182311,-84.111851
3175238,D-22-22 17ACC3 [COTBLM],31.5196,-110.1296389
3179753,D-22-22 17BDD2 [COTUWD],31.51913889,-110.1317528
3184148,12L030,31.52608333,-84.1695556
3194747,15L020,31.5296418,-83.8210135
3213945,12L326,31.53692778,-84.23256389
3214054,12L295,31.5371186,-84.222131
3214880,12L324,31.54277778,-84.23
3214989,12L304,31.54295174,-84.2315756
3215030,12L305,31.54489615,-84.2312979
3215051,12L325,31.5451739,-84.23435349
3215349,12L296,31.54545167,-84.2346313
3216174,13L182,31.54573117,-84.0574055
3216811,12L023,31.54527778,-84.1825
3218166,13L180,31.5465649,-84.0137936
3228564,32L005,31.54799668,-81.7265014
3290061,001C0067  ADAMS,31.53183343,-91.3703918
3301853,12L269,31.54980556,-84.2113056
3301867,12L028,31.55055556,-84.1997222
3310441,D-22-22 06ABD [LSP-6],31.554,-110.1457194
3317318,D-22-22 05BBB3 [LSPLES],31.55300833,-110.1386028
3317445,D-22-22 06AAA4 [LSP-4],31.5534288,-110.1403562
3349508,D-22-22 06AAA7 [LSP-2],31.5534288,-110.1409118
3370351,001C0002  ADAMS,31.5601664,-91.3915038
3374377,13L181,31.56100833,-84.0935174
3375014,001C0011  ADAMS,31.56155527,-91.4078933
3375204,07L021,31.57169444,-84.7979722
3375993,11L116,31.57795075,-84.3037995
3378849,12L029,31.5807296,-84.1549077
3390289,30L009,31.58271428,-81.91289239
3393244,12L292,31.5865629,-84.1476853
3393922,13L049,31.5893626,-84.0860213
3408440,11L001,31.59183919,-84.3426893
3418317,11L002,31.59241825,-84.3421399
3436998,12L019,31.5935292,-84.1749128
3454041,12L020,31.59325145,-84.1749128
3471071,12L021,31.59380699,-84.174635
3487841,13L014,31.59711899,-84.0771282
3491375,13L002,31.5976957,-84.1065774
3515778,11L017,31.6012837,-84.2743548
3517558,001D0001  ADAMS,31.60072148,-91.3395577
3521321,SHELLMAN BLUFF TESTHOLE 35L085,31.60244216,-81.3073223
3523374,D-21-20 15ACD1 [TW-4],31.60604895,-110.2961432
3525809,D-21-20 13CBD1 [TW-8],31.60371389,-110.2715944
3529168,13L015,31.6060288,-84.0690763
3545785,D-21-21 13BAB5 [MOSBLM],31.61177778,-110.1676111
3545958,D-21-21 13BAB1 [MOSLNS],31.6119,-110.1674778
3554669,D-21-21 13BAB2 [MOSLND],31.6118972,-110.1674778
3563422,30L003,31.61715799,-81.9092815
3585623,D-21-21 02DDC [CHB-LI],31.62744444,-110.1753944
3594000,12M017,31.63575029,-84.1599123
3609427,12M002,31.63628357,-84.2135205
3622336,12M001,31.63656135,-84.2135205
3639206,35M013,31.63994184,-81.2614883
3660408,35M012,31.6407752,-81.2570437
3661503,D-20-21 33CDD1 [MW-7],31.64470278,-110.2059917
3663533,33M004,31.64854994,-81.6009436
3684261,13M008,31.6551734,-84.0918509
3685925,067F0020  JONES,31.65794094,-89.175058
3691767,09M009,31.6646131,-84.6040841
3706394,09M007,31.6646131,-84.6043619
3721062,D-20-21 26BCC1 [CHM-2S],31.66527778,-110.1786111
3721710,13M010,31.66767358,-84.0554611
3725071,13M011,31.66906245,-84.0549056
3725987,13M014,31.66961796,-84.0585168
3726838,13M043,31.66989574,-84.0579612
3728215,13M015,31.6704513,-84.0562945
3729874,13M012,31.6704513,-84.05685
3731881,D-20-21 22BAD3 [BOQWP2],31.6832361,-110.1888194
3731976,153N0151  WAYNE,31.68527778,-88.6575
3741738,D-20-21 15DCB1 [BOQ-01],31.68988889,-110.1866389
3741864,D-20-21 15DBD1 [BOQ-LI],31.69043056,-110.1852472
3742370,D-20-21 14BCC1 [BOQSUS],31.69561667,-110.1805139
3748586,D-20-21 14BCC2 [BOQSUD],31.69558889,-110.1805278
3753508,067C0034  JONES,31.70293945,-89.1456126
3757189,11M034,31.7086111,-84.3174167
3757273,12M004,31.709894,-84.154075
3761067,063H0003  JEFFERSON,31.71321999,-91.0617718
3761982,D-20-21 10AAC2 [FBK-UP],31.713525,-110.1837167
3767827,D-20-21 03CBA [FBK-LI],31.72146944,-110.1933028
3771870,D-20-21 03CAB [FBK-LO],31.7216861,-110.1924889
3776590,13M005,31.7251922,-84.0140746
3825433,34M054,31.7288271,-81.4217736
3835384,D-19-21 28ACD [TOM-LI],31.75269444,-110.2024111
3841426,D-19-21 21DBB1,31.76605,-110.2051556
3842887,D-19-21 21DBB2,31.76605556,-110.2051861
3844348,D-19-21 21ACC2 [CONLID],31.7671111,-110.2031917
3844854,07N001,31.7693304,-84.7951993
3866697,09N001,31.76933266,-84.51852859
3872369,35N073,31.77558333,-81.34525
3873785,35N074,31.7757222,-81.3451111
3873965,D-19-21 08DAC1 [SUM-LI],31.7929861,-110.2175806
3880326,MBOWN-260 ISC4WT,31.80466389,-106.5499444
3882678,15N005,31.80805556,-83.83638889
3882796,D-19-21 05AAA1 [STD-LI],31.81713056,-110.2156278
3884073,D-19-21 05AAA3 [STDLI2],31.81744444,-110.2152194
3884938,D-19-21 05AAA2 [STD-LO],31.81788333,-110.2146139
3885803,D-18-17 26CBA1 [BLM CIENEGA],31.8390361,-110.5840417
3887482,36N012,31.8536111,-81.20388889
3896735,JL-49-13-301,31.87010585,-106.4155417
3899172,34N089,31.87076688,-81.39788719
3920227,D-18-21 08CDB1,31.87841389,-110.2233833
3921214,11P014,31.8976661,-84.3235233
3935855,11P015,31.89738834,-84.32241218
3950482,35P057,31.89909949,-81.3617762
3963196,35P109,31.91194444,-81.31638889
3974284,35P125,31.912,-81.3162778
3980883,D-17-20 36ADB1,31.915925,-110.2501222
3981568,MBOWN-236 - JL-49-04-474 (CWF-2A),31.95371338,-106.605825
4030346,021L0005  CLAIBORNE,31.9551583,-90.9876054
4031026,14P014,31.95878374,-83.9062866
4060312,DY-41-04-302,31.96708964,-98.502546
4061003,37P113,31.9852145,-81.0198337
4092075,D-17-14 03BAA1 [SC-030 A],31.98591464,-110.902311
4108196,10P131,31.98960714,-84.4063024
4110948,10P137,31.9954404,-84.4032468
4113116,10P136,31.99655149,-84.4032468
4115284,35P094,31.99740434,-81.26982669
4145293,MBOWN-296 MES39R,31.99831944,-106.6516694
4150501,13Q051,32.00044444,-84.0583056
4151285,36Q292,32.0008861,-81.17245
4151527,10Q038,32.00099587,-84.4013023
4154978,36Q020,32.00604155,-81.2131674
4179156,10Q072,32.01099567,-84.3988023
4182527,10Q071,32.01349558,-84.4001912
4185898,10Q070,32.01877319,-84.4021357
4189269,39Q003,32.02299175,-80.8503882
4212091,39Q024,32.02438054,-80.853166
4242168,39Q027,32.02438054,-80.8534438
4246834,36Q019,32.02715156,-81.2228898
4261856,36Q330,32.0274111,-81.2277944
4261905,15Q016,32.03,-83.8522222
4269687,38Q201,32.03076877,-80.90149979
4281758,38Q002,32.0341019,-80.9031665
4326330,25Q001,32.04046536,-82.5012421
4347566,35Q070,32.06583333,-81.2722222
4351429,MBOWN-286 MES23R,32.0678222,-106.6495
4356637,37Q016,32.0760416,-81.0740008
4381945,36Q008,32.09187268,-81.14705669
4407761,37Q006,32.10131723,-81.1170565
4422383,37Q185,32.1063171,-81.110112
4448207,D-15-20 21CAB1,32.11478333,-110.3071722
4449417,35Q050,32.1213141,-81.2595575
4454762,33R045,32.13186697,-81.6117788
4462983,D-15-20 10CAB2,32.1447997,-110.2911844
4464306,D-15-14 09BAC [WR-53],32.14591115,-110.9206454
4476740,BFT-2245,32.1463185,-80.8378872
4477927,BFT- 304 USGS TW 3 PT 1,32.14631848,-80.839276
4499683,BFT- 439,32.15298539,-80.7887199
4505893,D-14-11 34CCC [AV-025 A],32.16229965,-111.2164894
4513947,BFT- 101 USGS TW 2 PT 4  NTWK SITE,32.16826274,-80.7406638
4530970,D-14-20 34BBC,32.1770208,-110.2942402
4532259,D-14-14 29CBC [B-076 A],32.18285477,-110.9431463
4544695,MBOWN-271 MES8R,32.1849722,-106.7393528
4549902,15R007,32.1862753,-83.7740645
4554517,BFT- 444,32.17659547,-80.72677489
4562401,D-14-14 23CBA [D-061 A],32.1992434,-110.8881443
4574839,D-14-14 22ADB1 [C-045 A],32.20229888,-110.8964779
4591213,30R007,32.20769067,-81.8859485
4591392,MBOWN-82 - 24S.02E.19.214B (M-1B),32.2103738,-106.7727799
4605359,32R002,32.2113062,-81.6873341
4622393,MBOWN-84 - 24S.02E.19.223A (M-2A),32.21138889,-106.7711111
4650269,26R001,32.21739998,-82.4098599
4668755,MBOWN-70 - 24S.02E.16.124A (M-4A),32.22555556,-106.7436111
4712457,Ja-148,32.22737819,-92.5829261
4714704,33R042,32.22833333,-81.5991667
4714949,33R043,32.22888889,-81.6072222
4715255,33R030,32.22945556,-81.6016694
4715295,33R027,32.22969444,-81.60463889
4715417,33R028,32.22988889,-81.6031111
4715560,33R039,32.2297222,-81.6047222
4715615,33R026,32.2299722,-81.60638889
4715655,33R040,32.23,-81.6030556
4715798,33R025,32.23063889,-81.6044444
4716169,33R037,32.23055556,-81.6044444
4716415,33R029,32.2314722,-81.6027222
4716786,BFT-1813,32.23298085,-80.6770526
4722915,33R031,32.23291667,-81.6048056
4723289,33R041,32.23305556,-81.6047222
4723535,JP-31-56-201,32.2373627,-98.0794823
4725895,BFT- 786,32.24825816,-80.6984413
4732020,BFT- 787,32.24853593,-80.69899689
4738293,D-13-14 31CAC [WR-52],32.25479775,-110.9556471
4753651,D-13-20 31BCC1,32.26113889,-110.3488722
4754858,D-13-20 31BCC2,32.26113889,-110.3488556
4756065,D-13-11 29CDD [TA-33],32.2631313,-111.2451023
4769056,BFT- 429,32.26436797,-80.819275
4780447,BFT-1809,32.26770186,-80.7226078
4802241,D-13-19 22ADD3,32.29089167,-110.384125
4803448,D-13-19 22ADD4,32.29090278,-110.3841111
4804655,MBOWN-33 - 23S.01E.23.244A (LC-3A),32.29474167,-106.8034111
4854968,34S008,32.29519648,-81.3967778
4871663,MBOWN-29 - 23S.01E.22.241A (LC-2A),32.29583333,-106.8225
4923369,MBOWN-26 - 23S.01E.22.232A (LC-1A),32.2959269,-106.824172
4947139,049N0033  HINDS,32.29986835,-90.1875882
4947306,049N0139  HINDS,32.30347937,-90.1934217
4949402,MBOWN-279 MES16R,32.3166361,-106.8420111
4954610,LY-32-42-604,32.32152965,-97.7819738
4957035,D-13-12 04DCD,32.3249972,-111.1190167
4957159,35S008,32.3286111,-81.25388889
4966199,049G0125  HINDS,32.3301454,-90.2550899
4968607,049H0155  HINDS,32.3325,-90.1822222
4972233,D-12-10 33DDD [AF-17],32.3359065,-111.3223284
4986277,06S001,32.3420917,-84.9860416
5012312,Well   K 107 MTG-3 Montgomery County Al,32.34656586,-86.3619214
5038705,D-12-11 33BBC [TA-32],32.34924019,-111.2306587
5051445,123L0001  SCOTT,32.36347774,-89.4756237
5052121,35T005,32.3761111,-81.3166667
5060846,35T003,32.3768572,-81.3192763
5069763,049H0160  HINDS,32.37875517,-90.1275864
5080717,18T001,32.3793221,-83.4835102
5096564,149J0004  WARREN,32.3847222,-90.8769444
5100645,22S.04E.15.331 BLM CRN WELL,32.3897222,-106.5302778
5110112,D-12-10 12CCD1 [AF-14],32.39423868,-111.2839943
5124793,Bi-214,32.39543289,-93.3543375
5127260,Ou-401A,32.40625769,-92.0354107
5128732,Well NAWQA LUSCR1-9 Macon Cnty AL,32.41691667,-85.9199167
5135370,MBOWN-299 MES43R,32.42798333,-106.8809333
5140578,21T001,32.4518351,-83.0576486
5162725,D-11-18 27DAB1,32.44888333,-110.4877694
5164056,D-11-18 27ACC1,32.44936944,-110.4892556
5165387,21S.28E.30.14123 MNY,32.45388889,-104.1288889
5183591,BFT-121,32.4632465,-80.734273
5191287,Ou-80,32.47875654,-92.145691
5193572,Ri-UR003,32.48150833,-91.7997083
5194642,Well  Y 1  323001088021601 Sumter County Al,32.50045079,-88.0375268
5197285,C-11-25 03ACC1,32.5016361,-114.8107778
5197330,21U004,32.50766764,-83.045426
5212932,C-10-25 34DDA1,32.51176667,-114.8055528
5213204,149B2023  WARREN (Redwood),32.51305556,-90.8122222
5218347,COL- 305,32.51352018,-80.30371078
5220995,C-10-25 34AAC1,32.52013889,-114.8075
5221188,31U008,32.52322514,-81.85428058
5251800,C-10-25 26BBB1,32.53676667,-114.80195
5251993,18U001,32.5507037,-83.4426761
5270010,019S002W02C007S,32.55364444,-117.0616028
5301956,C-10-25 15DAC1,32.55725833,-114.8072694
5302230,C-10-25 14CBB1,32.559775,-114.802011
5302504,L-68,32.58292399,-92.4643109
5303984,D-10-10 03BAA [TA-13],32.5872916,-111.303443
5316785,HR-33-25-202,32.5881912,-96.9566708
5319095,018S002W22E003S,32.59100556,-117.083475
5348715,018S002W23G002S,32.5912361,-117.0538917
5375999,Bo-265,32.6004268,-93.594898
5376995,018S002W11P001S,32.6165972,-117.059411
5407799,JAS- 425,32.61795789,-80.9956638
5409022,19S.02W.26.4424,32.62209167,-107.0079306
5411754,19S.02W.26.321 H-26,32.62634167,-107.0190111
5413487,19S.02W.21.443 H-27,32.63456389,-107.0452583
5419027,018S002W05J001S,32.63555556,-117.101361
5435601,C-09-24 18CCD1,32.64021389,-114.767611
5435794,16V023,32.65431148,-83.7326847
5437217,017S002W33D001S,32.65441389,-117.0982444
5471822,19S.02W.16.3213 H-29,32.6543472,-107.0550972
5477645,19S.02W.17.1414,32.6582,-107.0710056
5480283,017S002W28R004S,32.6590361,-117.0855778
5512695,XU-32-22-903,32.66680029,-97.2591809
5515001,C-09-21 10ABC1 [FORTUNA WASH WELL],32.6675595,-114.3998647
5522349,19S.03W.08.423 HD-1,32.66863889,-107.1653333
5524126,19S.03W.07.131A,32.67305833,-107.1962056
5525629,017S002W20F001S,32.68208056,-117.1123806
5558649,017S002W16Q009S,32.68779444,-117.0855972
5593138,19S.04W.01.214 H-13,32.69014167,-107.2029389
5599888,L-26,32.69486847,-92.651539
5603441,HAM-  83,32.69795546,-80.8509405
5615166,24V001,32.70266185,-82.7170813
5631284,017S018E03H001S,32.70448794,-115.1042627
5632008,017S020E04D001S,32.7072958,-114.9311211
5638104,016S020E31Q001S,32.71077075,-114.943969
5642405,016S018E32R001S,32.7116905,-115.1269249
5643045,016S020E58J001S,32.71347869,-114.8348635
5647229,016S021E31P003S,32.717659,-114.8017674
5651273,017S002W05Q001S,32.71893333,-117.1099472
5672790,017S003W01K001S,32.7218361,-117.142111
5696856,016S021E33E001S,32.72350874,-114.7703241
5701713,163Q0013  YAZOO,32.73180185,-90.5487062
5703183,016S020E27B001S,32.73606147,-114.8946222
5710449,016S002W34G001S,32.7377611,-117.0722389
5738094,163P0018 YAZOO,32.73888889,-90.5872194
5743895,016S021E30E001S,32.7392611,-114.806701
5751121,016S020E50N001S,32.73973077,-114.88433
5752462,016S020E49R001S,32.74070297,-114.8867524
5753644,016S020E51F001S,32.74732214,-114.8640457
5757876,016S020E50A001S,32.74964153,-114.8722155
5761607,016S020E50A002S,32.74964153,-114.8722405
5762571,WC-230,32.7523743,-91.423183
5765439,016S019E15Q001S,32.75446677,-114.9954552
5765627,016S020E23G001S,32.7569218,-114.8359526
5769764,XU-32-13-824,32.76485158,-97.431964
5772135,XU-32-13-825,32.76485158,-97.4325196
5774506,XU-32-13-823,32.7654071,-97.4322419
5776877,163J0013 YAZOO,32.7711111,-90.6305556
5782678,Mo-5,32.7740234,-91.9109618
5783747,016S020E14C001S,32.7769491,-114.8372556
5784366,016S002W18J003S,32.77809167,-117.1208556
5818956,Cl- 58 Homer,32.7857222,-93.0483611
5819744,016S020E07E001S,32.78637414,-114.9141261
5821626,CHN-  14,32.7915653,-79.9284212
5834267,CHN-  44,32.79489854,-80.07037058
5836442,XU-32-15-504,32.81179576,-97.1750123
5838970,163J0012  YAZOO,32.81402019,-90.6912078
5843339,D-07-01 10CBC2 [Vekol],32.83143844,-112.2545888
5846221,17S.05W.13.24,32.83167778,-107.3033722
5847709,17S.05W.13.24 H3-2,32.83169444,-107.3033889
